avgSessionDuration,shortSessionRatio,reopenCount,interSessionGap,dailyTotalTime,sessionsPerDay,nightCount,trend,label,source,weight
54.01,0.081,1,83.01,130.08,9,0,4.5,Normal,synthetic,1.0
15.0,0.648,9,62.62,174.43,11,3,80.16,Addicted,synthetic,1.0
91.27,0.516,3,26.76,330.22,4,2,47.92,Addicted,synthetic,1.0
34.73,0.785,9,157.93,163.0,9,3,-4.36,Normal,synthetic,1.0
35.92,0.433,1,47.75,106.95,1,1,-31.14,Normal,synthetic,1.0
21.88,0.323,6,82.21,110.74,13,3,47.5,Frustrated,synthetic,1.0
10.0,0.289,5,81.46,252.99,10,1,12.86,Frustrated,synthetic,1.0
44.56,0.11,2,5.0,250.72,2,4,65.07,Addicted,synthetic,1.0
10.0,0.545,5,201.75,183.86,5,3,16.08,Frustrated,synthetic,1.0
61.91,0.441,2,5.0,129.84,3,2,33.71,Addicted,synthetic,1.0
34.13,0.672,6,48.47,30.0,6,1,-40.0,Frustrated,synthetic,1.0
27.44,0.115,3,46.13,93.77,13,1,67.31,Addicted,synthetic,1.0
33.02,0.293,1,139.49,102.88,2,0,11.85,Normal,synthetic,1.0
43.52,0.228,2,5.0,283.0,1,1,40.14,Addicted,synthetic,1.0
37.11,0.85,8,190.01,173.39,8,0,-40.0,Frustrated,synthetic,1.0
15.0,0.203,2,64.37,306.32,4,1,70.94,Addicted,synthetic,1.0
31.29,0.348,3,89.89,255.25,6,0,-17.67,Addicted,synthetic,1.0
72.68,0.164,4,197.57,103.44,14,3,16.69,Normal,synthetic,1.0
21.97,0.23,3,77.74,111.71,10,2,29.5,Normal,synthetic,1.0
63.26,0.595,12,5.0,105.86,14,1,11.51,Frustrated,synthetic,1.0
69.36,0.254,5,74.28,460.85,12,2,53.67,Addicted,synthetic,1.0
35.86,0.648,2,76.74,195.48,2,3,-6.14,Frustrated,synthetic,1.0
44.28,0.133,3,125.7,296.65,12,1,5.33,Addicted,synthetic,1.0
42.32,0.233,2,57.17,200.78,7,0,98.46,Addicted,synthetic,1.0
62.73,0.567,2,119.2,240.51,5,4,-20.0,Addicted,synthetic,1.0
41.68,0.232,4,143.19,240.82,14,0,18.97,Normal,synthetic,1.0
38.84,0.267,0,140.13,144.92,1,2,0.24,Normal,synthetic,1.0
71.34,0.484,6,64.44,300.66,13,4,12.28,Addicted,synthetic,1.0
29.64,0.154,3,74.9,311.04,14,4,13.63,Addicted,synthetic,1.0
73.98,0.149,2,41.52,325.51,11,2,44.01,Addicted,synthetic,1.0
79.85,0.321,2,38.4,180.83,2,3,39.82,Addicted,synthetic,1.0
58.36,0.063,2,121.81,381.19,5,0,109.36,Addicted,synthetic,1.0
59.34,0.325,4,67.85,303.06,7,4,25.82,Addicted,synthetic,1.0
47.77,0.211,4,78.59,69.74,10,4,7.94,Normal,synthetic,1.0
34.02,0.344,3,166.41,93.67,5,1,-13.24,Normal,synthetic,1.0
27.82,0.429,1,17.43,187.48,1,2,-8.9,Addicted,synthetic,1.0
57.56,0.532,5,65.32,229.52,8,4,-20.7,Frustrated,synthetic,1.0
46.59,0.553,9,153.33,119.79,14,0,3.39,Normal,synthetic,1.0
61.05,0.499,1,157.48,87.99,4,4,2.39,Normal,synthetic,1.0
21.74,0.509,0,94.33,69.53,1,2,-4.72,Normal,synthetic,1.0
91.03,0.381,6,105.9,86.98,12,3,73.92,Addicted,synthetic,1.0
20.81,0.581,2,5.0,119.62,3,0,-10.45,Frustrated,synthetic,1.0
54.81,0.223,4,36.52,321.62,12,4,-20.0,Addicted,synthetic,1.0
79.58,0.095,1,5.0,169.43,1,1,-16.1,Addicted,synthetic,1.0
47.51,0.545,3,121.05,30.0,1,4,37.08,Frustrated,synthetic,1.0
47.74,0.15,2,90.76,173.37,1,1,2.73,Addicted,synthetic,1.0
40.55,0.418,6,151.84,89.41,14,3,-5.93,Normal,synthetic,1.0
28.32,0.278,2,117.23,166.04,8,2,35.32,Normal,synthetic,1.0
35.62,0.513,4,5.0,416.47,5,4,56.63,Addicted,synthetic,1.0
54.26,0.6,5,69.84,126.14,8,2,53.63,Addicted,synthetic,1.0
52.16,0.528,4,169.96,148.06,6,2,-34.82,Normal,synthetic,1.0
50.44,0.246,2,95.17,172.92,8,1,16.18,Addicted,synthetic,1.0
13.34,0.719,4,102.64,94.88,2,4,-21.85,Frustrated,synthetic,1.0
71.52,0.624,3,5.0,104.1,2,4,43.01,Addicted,synthetic,1.0
35.57,0.34,5,10.0,262.08,10,4,36.68,Normal,synthetic,1.0
43.01,0.513,5,233.89,120.65,10,0,-34.02,Normal,synthetic,1.0
37.12,0.371,3,157.92,348.7,3,2,30.71,Addicted,synthetic,1.0
51.78,0.446,6,65.95,191.03,12,0,61.11,Addicted,synthetic,1.0
19.2,0.573,7,151.49,72.97,11,2,-20.56,Frustrated,synthetic,1.0
15.0,0.348,0,133.28,261.94,1,0,37.98,Addicted,synthetic,1.0
15.0,0.573,3,61.63,130.99,4,4,71.24,Addicted,synthetic,1.0
36.14,0.787,12,139.89,202.29,12,2,4.38,Frustrated,synthetic,1.0
29.38,0.594,7,39.2,191.85,13,0,3.52,Normal,synthetic,1.0
60.7,0.449,1,85.62,107.07,2,2,-40.0,Frustrated,synthetic,1.0
21.7,0.369,4,159.29,161.02,12,0,2.37,Normal,synthetic,1.0
42.86,0.102,1,12.3,128.76,12,3,23.99,Normal,synthetic,1.0
29.47,0.357,4,107.39,229.07,6,1,-40.0,Frustrated,synthetic,1.0
47.09,0.64,3,66.0,243.03,4,1,14.82,Frustrated,synthetic,1.0
10.0,0.672,8,34.58,99.48,9,4,15.12,Normal,synthetic,1.0
65.7,0.234,2,22.64,65.09,5,3,-35.0,Normal,synthetic,1.0
108.29,0.274,5,86.87,242.92,13,1,4.39,Addicted,synthetic,1.0
15.0,0.195,1,65.15,219.62,2,0,86.09,Addicted,synthetic,1.0
42.89,0.179,1,163.44,165.13,7,4,34.21,Normal,synthetic,1.0
54.81,0.389,5,250.68,203.52,14,1,12.64,Normal,synthetic,1.0
40.57,0.326,1,168.97,30.95,3,0,34.52,Normal,synthetic,1.0
43.58,0.558,2,76.57,257.63,3,1,57.69,Addicted,synthetic,1.0
55.8,0.45,6,116.7,183.59,11,1,-19.67,Frustrated,synthetic,1.0
54.33,0.549,3,141.12,63.62,2,4,55.32,Normal,synthetic,1.0
40.98,0.168,2,33.54,60.0,10,4,53.14,Addicted,synthetic,1.0
126.27,0.229,1,32.91,159.28,6,3,75.05,Addicted,synthetic,1.0
35.82,0.199,3,8.2,60.0,11,1,9.05,Addicted,synthetic,1.0
54.91,0.546,2,51.91,185.97,1,4,43.23,Addicted,synthetic,1.0
27.08,0.419,3,63.69,56.31,6,0,-13.34,Normal,synthetic,1.0
45.1,0.49,7,253.05,74.28,14,1,-9.28,Normal,synthetic,1.0
130.0,0.291,1,70.11,250.39,5,0,49.81,Addicted,synthetic,1.0
21.11,0.103,0,165.44,44.0,8,3,0.9,Normal,synthetic,1.0
12.5,0.504,5,147.91,37.85,4,4,26.56,Frustrated,synthetic,1.0
76.2,0.175,1,30.63,231.14,8,0,66.45,Addicted,synthetic,1.0
20.27,0.616,5,118.06,185.74,7,0,-6.2,Frustrated,synthetic,1.0
24.43,0.539,11,72.76,78.75,14,4,-21.69,Frustrated,synthetic,1.0
56.15,0.417,2,10.0,182.92,3,0,-35.0,Normal,synthetic,1.0
20.19,0.656,9,88.95,167.1,11,0,22.42,Frustrated,synthetic,1.0
70.05,0.387,3,9.07,154.74,10,0,43.05,Addicted,synthetic,1.0
19.22,0.43,4,129.04,131.43,6,4,-12.56,Normal,synthetic,1.0
64.13,0.145,2,5.0,236.43,12,1,10.04,Addicted,synthetic,1.0
57.51,0.422,6,104.91,30.0,9,4,-6.95,Frustrated,synthetic,1.0
52.37,0.214,1,13.03,287.67,2,4,41.98,Addicted,synthetic,1.0
53.12,0.151,0,119.89,117.2,6,2,34.14,Addicted,synthetic,1.0
14.15,0.38,3,126.66,34.47,1,4,5.98,Frustrated,synthetic,1.0
31.78,0.694,11,92.06,178.21,13,4,-11.27,Frustrated,synthetic,1.0
65.82,0.144,1,95.39,176.71,13,2,80.22,Addicted,synthetic,1.0
31.45,0.368,5,25.34,153.3,3,2,-9.3,Frustrated,synthetic,1.0
52.48,0.836,5,10.0,225.93,7,3,1.69,Normal,synthetic,1.0
41.05,0.748,1,134.9,58.94,2,3,-35.0,Normal,synthetic,1.0
56.95,0.526,7,133.11,169.7,13,3,0.47,Normal,synthetic,1.0
80.33,0.461,7,129.99,137.79,9,1,-15.68,Frustrated,synthetic,1.0
31.07,0.292,5,129.93,100.36,12,4,-6.66,Addicted,synthetic,1.0
32.84,0.771,3,103.56,149.57,5,0,40.23,Normal,synthetic,1.0
72.0,0.531,1,246.46,84.23,2,4,19.22,Normal,synthetic,1.0
60.12,0.445,4,255.65,138.38,5,0,-12.57,Normal,synthetic,1.0
58.26,0.362,2,180.71,121.86,1,0,6.32,Normal,synthetic,1.0
33.63,0.447,6,204.36,121.29,9,0,-1.69,Normal,synthetic,1.0
60.55,0.068,0,139.08,237.27,12,0,50.78,Addicted,synthetic,1.0
27.85,0.289,3,5.0,227.4,8,4,35.97,Addicted,synthetic,1.0
37.28,0.396,3,130.33,30.0,4,2,-34.18,Normal,synthetic,1.0
19.85,0.553,3,52.72,119.52,1,0,7.93,Frustrated,synthetic,1.0
25.01,0.656,13,123.81,84.16,14,1,67.22,Frustrated,synthetic,1.0
23.02,0.563,2,111.72,150.81,3,4,45.06,Normal,synthetic,1.0
23.93,0.649,7,74.81,248.61,5,2,-16.49,Frustrated,synthetic,1.0
53.36,0.161,1,224.2,171.41,6,3,37.8,Normal,synthetic,1.0
37.89,0.558,9,67.82,231.57,9,4,31.53,Frustrated,synthetic,1.0
43.19,0.243,0,24.13,317.86,4,1,85.17,Addicted,synthetic,1.0
35.89,0.172,2,73.63,321.75,4,0,92.52,Addicted,synthetic,1.0
32.17,0.504,2,10.0,102.45,5,1,-5.4,Normal,synthetic,1.0
34.61,0.272,6,5.0,114.78,14,0,28.89,Frustrated,synthetic,1.0
50.63,0.195,2,76.52,144.82,8,2,30.35,Addicted,synthetic,1.0
48.13,0.289,4,142.57,398.89,10,1,17.13,Addicted,synthetic,1.0
10.0,0.64,3,20.62,157.6,3,0,-26.27,Normal,synthetic,1.0
62.58,0.547,4,94.28,171.71,4,2,23.6,Addicted,synthetic,1.0
56.2,0.159,0,120.82,311.97,5,3,37.18,Addicted,synthetic,1.0
65.09,0.065,1,127.15,123.81,7,4,49.1,Addicted,synthetic,1.0
85.6,0.229,1,40.37,303.37,6,0,99.34,Addicted,synthetic,1.0
38.79,0.503,7,51.96,272.79,11,3,2.58,Addicted,synthetic,1.0
40.94,0.274,3,65.27,231.49,11,4,-20.0,Addicted,synthetic,1.0
66.51,0.137,2,166.99,177.37,4,0,27.56,Normal,synthetic,1.0
84.16,0.292,0,44.06,68.56,3,2,16.33,Addicted,synthetic,1.0
80.31,0.319,6,99.78,233.52,14,4,87.47,Addicted,synthetic,1.0
22.23,0.711,3,35.44,329.21,3,2,15.18,Frustrated,synthetic,1.0
42.62,0.471,4,171.28,228.95,6,4,-35.57,Frustrated,synthetic,1.0
10.0,0.826,11,97.43,108.87,10,1,24.54,Frustrated,synthetic,1.0
55.14,0.554,7,34.64,334.38,14,1,13.55,Addicted,synthetic,1.0
111.18,0.216,2,89.69,188.76,3,2,72.8,Addicted,synthetic,1.0
10.0,0.479,4,62.07,89.17,9,1,10.2,Normal,synthetic,1.0
77.25,0.306,4,69.83,281.11,12,2,52.0,Addicted,synthetic,1.0
107.79,0.317,4,69.82,246.94,11,1,47.67,Addicted,synthetic,1.0
59.75,0.708,4,5.0,147.69,4,4,-7.08,Frustrated,synthetic,1.0
39.44,0.51,2,80.09,164.7,2,1,86.09,Addicted,synthetic,1.0
89.85,0.51,7,52.44,277.32,14,2,28.21,Addicted,synthetic,1.0
17.04,0.866,6,41.59,114.73,4,3,-40.0,Frustrated,synthetic,1.0
24.13,0.121,2,159.25,192.17,5,4,-0.74,Normal,synthetic,1.0
38.03,0.086,3,187.23,74.2,12,2,-13.56,Normal,synthetic,1.0
80.34,0.424,3,125.41,180.66,8,4,59.12,Addicted,synthetic,1.0
20.84,0.434,8,14.6,52.11,10,3,-2.95,Frustrated,synthetic,1.0
40.33,0.73,5,192.37,179.23,7,3,33.32,Normal,synthetic,1.0
20.79,0.35,4,128.51,208.89,4,0,-13.17,Frustrated,synthetic,1.0
10.0,0.223,3,133.58,30.0,13,3,24.25,Normal,synthetic,1.0
115.65,0.17,2,181.46,234.91,12,0,40.38,Addicted,synthetic,1.0
56.11,0.191,3,138.67,213.11,6,1,-5.74,Addicted,synthetic,1.0
91.55,0.351,1,67.5,100.29,3,0,46.29,Addicted,synthetic,1.0
69.47,0.432,3,146.72,181.65,9,0,44.7,Addicted,synthetic,1.0
39.62,0.05,1,106.82,88.67,9,2,-13.08,Normal,synthetic,1.0
22.64,0.83,2,16.8,227.54,3,2,5.24,Normal,synthetic,1.0
24.07,0.769,13,113.45,231.19,13,2,57.86,Frustrated,synthetic,1.0
45.19,0.321,4,5.0,223.95,7,3,40.01,Addicted,synthetic,1.0
61.71,0.113,3,69.47,143.03,13,2,0.62,Normal,synthetic,1.0
30.46,0.183,0,44.56,301.24,2,0,76.06,Addicted,synthetic,1.0
46.99,0.724,5,51.16,128.86,6,1,10.74,Frustrated,synthetic,1.0
30.83,0.225,1,57.25,173.58,1,0,1.73,Normal,synthetic,1.0
44.72,0.681,9,76.91,303.11,9,1,2.44,Frustrated,synthetic,1.0
35.31,0.376,5,5.0,86.08,6,2,15.92,Frustrated,synthetic,1.0
19.94,0.223,5,37.22,156.89,14,0,21.4,Normal,synthetic,1.0
66.69,0.134,3,23.83,203.33,11,2,34.8,Addicted,synthetic,1.0
47.69,0.597,9,41.9,30.0,14,2,16.39,Normal,synthetic,1.0
96.33,0.264,3,47.75,213.02,4,4,-20.0,Addicted,synthetic,1.0
51.39,0.091,1,5.0,297.72,12,3,24.61,Addicted,synthetic,1.0
24.85,0.805,2,109.71,30.0,1,2,14.05,Frustrated,synthetic,1.0
48.95,0.548,7,117.56,127.79,11,0,43.08,Normal,synthetic,1.0
46.01,0.309,2,137.3,240.72,2,1,50.24,Addicted,synthetic,1.0
65.9,0.252,2,53.2,30.0,6,1,-13.68,Frustrated,synthetic,1.0
21.87,0.34,0,146.37,252.21,1,1,1.37,Addicted,synthetic,1.0
14.43,0.495,9,169.27,222.13,12,2,-40.0,Frustrated,synthetic,1.0
58.5,0.369,4,125.54,39.09,7,0,2.47,Frustrated,synthetic,1.0
10.0,0.879,7,46.38,59.51,7,1,-1.32,Frustrated,synthetic,1.0
49.32,0.487,6,207.82,158.54,13,2,33.55,Normal,synthetic,1.0
12.17,0.425,6,112.25,84.45,13,0,12.09,Frustrated,synthetic,1.0
21.56,0.636,7,148.16,78.84,10,0,1.93,Frustrated,synthetic,1.0
50.95,0.403,4,75.99,225.77,7,1,-32.31,Normal,synthetic,1.0
62.29,0.415,0,35.33,174.13,1,4,33.73,Addicted,synthetic,1.0
57.23,0.671,4,33.71,109.24,6,2,74.17,Addicted,synthetic,1.0
47.31,0.362,2,124.49,155.96,4,1,-18.97,Addicted,synthetic,1.0
61.24,0.666,2,19.71,112.86,4,2,34.35,Addicted,synthetic,1.0
22.55,0.66,8,83.99,86.79,12,2,-18.96,Frustrated,synthetic,1.0
52.82,0.237,3,102.57,243.79,14,1,36.43,Addicted,synthetic,1.0
50.04,0.24,2,70.25,305.33,2,4,-7.72,Addicted,synthetic,1.0
80.89,0.594,5,65.47,138.71,10,2,49.8,Addicted,synthetic,1.0
10.0,0.637,7,198.06,103.02,5,3,23.04,Frustrated,synthetic,1.0
28.4,0.331,2,240.74,30.0,9,2,17.1,Normal,synthetic,1.0
35.63,0.491,5,128.36,183.85,7,1,-3.17,Normal,synthetic,1.0
27.47,0.188,2,112.06,95.51,7,1,11.83,Normal,synthetic,1.0
19.07,0.69,5,153.55,30.0,7,0,58.67,Frustrated,synthetic,1.0
31.45,0.395,0,93.32,382.42,2,1,110.52,Addicted,synthetic,1.0
21.1,0.097,1,5.0,305.97,8,1,1.67,Addicted,synthetic,1.0
45.96,0.52,4,23.28,84.6,2,3,39.12,Frustrated,synthetic,1.0
35.98,0.591,9,5.0,309.34,12,4,98.36,Addicted,synthetic,1.0
49.26,0.501,7,46.23,276.11,13,4,30.06,Addicted,synthetic,1.0
26.43,0.205,4,5.0,300.5,14,0,115.43,Addicted,synthetic,1.0
25.3,0.703,4,99.73,83.77,4,0,-30.07,Frustrated,synthetic,1.0
43.2,0.463,6,151.71,100.31,11,4,-15.95,Normal,synthetic,1.0
52.6,0.214,1,85.37,240.38,4,0,16.83,Addicted,synthetic,1.0
75.35,0.184,1,16.13,296.39,10,2,130.0,Addicted,synthetic,1.0
33.3,0.551,9,96.47,101.68,14,1,26.76,Frustrated,synthetic,1.0
17.79,0.233,5,127.16,60.77,13,4,13.08,Normal,synthetic,1.0
52.31,0.479,4,110.45,231.82,2,4,17.0,Frustrated,synthetic,1.0
37.78,0.263,2,108.15,125.6,10,0,20.44,Normal,synthetic,1.0
87.26,0.145,2,125.33,280.96,12,3,-9.73,Addicted,synthetic,1.0
48.49,0.056,2,19.59,371.38,11,2,0.26,Addicted,synthetic,1.0
25.2,0.464,8,60.16,86.51,12,2,4.87,Frustrated,synthetic,1.0
101.63,0.054,1,52.74,367.64,7,1,19.41,Addicted,synthetic,1.0
27.83,0.376,2,123.1,108.23,5,0,50.51,Normal,synthetic,1.0
35.39,0.718,4,123.17,100.28,2,3,-18.18,Frustrated,synthetic,1.0
39.27,0.375,7,90.19,125.88,10,2,5.28,Frustrated,synthetic,1.0
72.74,0.331,3,144.37,93.05,10,4,38.22,Normal,synthetic,1.0
55.31,0.12,0,34.12,168.15,5,2,33.81,Addicted,synthetic,1.0
53.82,0.391,2,219.17,59.9,3,3,7.17,Normal,synthetic,1.0
33.52,0.817,7,110.4,212.71,4,4,-19.01,Frustrated,synthetic,1.0
45.36,0.435,6,58.98,239.89,10,3,4.73,Addicted,synthetic,1.0
54.8,0.595,5,208.23,186.65,8,2,19.35,Normal,synthetic,1.0
31.24,0.066,2,163.61,94.58,8,3,20.75,Normal,synthetic,1.0
42.4,0.555,4,119.75,257.47,4,3,24.37,Addicted,synthetic,1.0
15.86,0.431,5,10.75,297.0,11,1,22.91,Addicted,synthetic,1.0
76.86,0.214,2,181.49,371.89,14,4,-10.18,Addicted,synthetic,1.0
72.21,0.239,0,82.31,254.12,1,1,79.54,Addicted,synthetic,1.0
53.75,0.514,5,150.54,77.39,10,2,26.37,Normal,synthetic,1.0
47.32,0.057,1,274.38,66.76,8,2,-5.29,Normal,synthetic,1.0
56.6,0.603,3,5.0,267.86,3,0,-16.62,Frustrated,synthetic,1.0
49.9,0.829,14,30.75,79.36,14,1,27.13,Frustrated,synthetic,1.0
35.08,0.66,11,138.02,102.21,11,1,-4.21,Frustrated,synthetic,1.0
12.86,0.349,6,161.21,233.71,13,2,7.42,Normal,synthetic,1.0
29.9,0.344,5,77.52,115.38,12,3,-3.45,Normal,synthetic,1.0
16.89,0.408,2,179.18,140.49,7,0,51.36,Normal,synthetic,1.0
81.6,0.2,2,5.0,212.69,12,3,75.13,Addicted,synthetic,1.0
10.0,0.546,4,95.93,141.4,5,1,63.37,Frustrated,synthetic,1.0
29.75,0.338,3,11.33,106.85,4,4,120.63,Addicted,synthetic,1.0
71.24,0.466,4,24.03,98.61,9,1,46.95,Addicted,synthetic,1.0
47.11,0.136,0,102.76,118.3,1,4,-11.7,Normal,synthetic,1.0
41.23,0.105,2,134.95,354.49,11,3,39.92,Addicted,synthetic,1.0
14.55,0.431,5,87.5,140.69,3,0,1.65,Frustrated,synthetic,1.0
42.04,0.258,2,62.09,124.02,1,2,0.16,Normal,synthetic,1.0
52.71,0.435,5,16.3,91.88,9,3,96.35,Addicted,synthetic,1.0
86.51,0.411,5,85.85,112.54,13,0,70.18,Addicted,synthetic,1.0
94.25,0.089,0,29.62,80.63,3,3,-11.94,Addicted,synthetic,1.0
79.38,0.309,0,76.51,60.0,2,0,-8.84,Addicted,synthetic,1.0
37.37,0.262,1,143.53,78.95,4,3,-18.12,Normal,synthetic,1.0
13.75,0.237,2,76.07,90.62,6,3,2.42,Frustrated,synthetic,1.0
43.76,0.376,3,174.14,114.45,5,0,9.21,Normal,synthetic,1.0
72.31,0.238,2,91.57,230.64,3,4,25.44,Addicted,synthetic,1.0
23.9,0.382,5,67.83,116.66,10,2,46.76,Normal,synthetic,1.0
83.8,0.45,3,31.99,272.58,4,1,90.84,Addicted,synthetic,1.0
14.0,0.278,2,216.69,122.57,6,1,16.73,Normal,synthetic,1.0
31.13,0.321,3,112.45,140.77,8,4,7.38,Normal,synthetic,1.0
73.44,0.037,1,94.67,244.24,8,2,80.57,Addicted,synthetic,1.0
51.35,0.597,6,91.16,157.31,6,3,39.99,Frustrated,synthetic,1.0
48.74,0.345,4,5.49,93.98,7,4,42.14,Addicted,synthetic,1.0
30.84,0.408,4,108.3,86.76,5,2,-3.41,Normal,synthetic,1.0
31.58,0.37,2,64.25,121.06,5,1,58.05,Normal,synthetic,1.0
32.2,0.473,3,87.13,265.11,7,3,51.16,Addicted,synthetic,1.0
10.89,0.127,2,145.25,169.09,6,1,-21.33,Normal,synthetic,1.0
48.65,0.562,4,98.4,156.96,4,1,19.29,Frustrated,synthetic,1.0
10.0,0.777,12,84.41,189.03,13,3,51.88,Frustrated,synthetic,1.0
10.0,0.474,5,79.94,87.59,9,2,-8.47,Normal,synthetic,1.0
59.48,0.1,1,119.31,158.13,10,4,8.54,Addicted,synthetic,1.0
12.7,0.187,3,148.73,150.19,6,3,44.22,Frustrated,synthetic,1.0
45.64,0.411,0,153.6,149.28,1,2,40.4,Normal,synthetic,1.0
48.84,0.305,2,64.21,197.69,5,0,49.27,Addicted,synthetic,1.0
30.21,0.541,2,106.21,76.11,3,0,14.36,Normal,synthetic,1.0
27.23,0.361,2,120.53,188.5,6,3,-10.96,Normal,synthetic,1.0
10.0,0.322,4,125.5,30.0,7,3,-1.36,Frustrated,synthetic,1.0
41.89,0.502,6,5.0,99.33,6,0,35.42,Frustrated,synthetic,1.0
20.97,0.271,3,45.09,268.59,4,1,20.12,Addicted,synthetic,1.0
15.13,0.334,2,186.23,137.37,4,2,-8.11,Normal,synthetic,1.0
49.16,0.102,2,76.48,171.83,11,0,59.58,Normal,synthetic,1.0
28.25,0.296,3,111.16,300.48,4,0,63.41,Addicted,synthetic,1.0
78.78,0.584,6,46.09,84.96,8,2,35.04,Frustrated,synthetic,1.0
64.46,0.507,7,65.17,269.62,11,0,19.49,Addicted,synthetic,1.0
62.82,0.543,2,71.4,210.44,2,0,8.87,Addicted,synthetic,1.0
36.69,0.325,5,125.48,105.6,11,0,-0.54,Normal,synthetic,1.0
56.58,0.05,1,154.39,90.06,10,4,-35.0,Normal,synthetic,1.0
48.58,0.189,2,83.19,129.76,10,1,36.05,Addicted,synthetic,1.0
23.26,0.304,3,61.92,32.89,10,3,-0.82,Normal,synthetic,1.0
70.08,0.629,4,248.7,227.55,4,2,-35.0,Normal,synthetic,1.0
94.76,0.028,2,36.99,217.83,9,1,102.56,Addicted,synthetic,1.0
45.66,0.205,1,115.71,92.92,9,2,-7.35,Normal,synthetic,1.0
36.24,0.468,7,146.31,206.72,14,2,-12.86,Frustrated,synthetic,1.0
15.16,0.637,5,5.0,171.19,6,2,-1.45,Frustrated,synthetic,1.0
55.27,0.227,2,74.49,202.93,12,4,51.82,Addicted,synthetic,1.0
47.39,0.521,7,5.0,142.73,10,3,-2.38,Frustrated,synthetic,1.0
42.0,0.509,8,43.81,193.7,14,0,13.35,Frustrated,synthetic,1.0
39.91,0.321,3,112.17,155.44,4,0,23.96,Normal,synthetic,1.0
10.0,0.7,8,5.0,165.61,9,4,24.52,Frustrated,synthetic,1.0
64.62,0.437,4,92.06,258.69,6,4,3.15,Addicted,synthetic,1.0
56.4,0.22,4,43.15,349.69,13,2,93.58,Addicted,synthetic,1.0
65.63,0.444,1,93.67,30.0,1,1,31.79,Frustrated,synthetic,1.0
60.21,0.2,2,5.0,287.19,12,4,61.29,Addicted,synthetic,1.0
33.0,0.439,6,10.0,111.62,10,4,49.43,Normal,synthetic,1.0
10.0,0.461,5,150.51,30.0,7,1,21.24,Frustrated,synthetic,1.0
10.0,0.796,5,56.5,122.69,7,1,20.57,Normal,synthetic,1.0
36.64,0.347,3,110.24,182.81,3,2,-9.51,Normal,synthetic,1.0
10.0,0.511,9,118.03,332.63,10,3,4.39,Frustrated,synthetic,1.0
38.84,0.747,9,5.0,152.91,11,1,58.8,Frustrated,synthetic,1.0
39.53,0.292,1,202.15,61.08,2,3,45.45,Normal,synthetic,1.0
47.3,0.35,0,86.91,51.24,2,0,-32.84,Normal,synthetic,1.0
39.79,0.204,4,68.78,322.39,11,4,22.44,Addicted,synthetic,1.0
57.77,0.143,2,44.31,337.17,12,3,67.82,Addicted,synthetic,1.0
73.92,0.316,4,148.91,156.16,9,2,-20.0,Addicted,synthetic,1.0
50.84,0.555,3,89.86,229.9,5,2,-4.8,Addicted,synthetic,1.0
18.82,0.734,12,116.16,30.0,12,0,-5.13,Frustrated,synthetic,1.0
54.14,0.64,7,152.88,63.97,12,0,31.98,Normal,synthetic,1.0
85.18,0.397,7,83.76,117.34,14,0,26.25,Addicted,synthetic,1.0
10.0,0.159,2,10.0,42.46,13,1,26.4,Normal,synthetic,1.0
48.81,0.509,5,58.16,153.65,6,2,2.99,Normal,synthetic,1.0
49.61,0.527,6,100.97,137.89,4,1,7.66,Frustrated,synthetic,1.0
37.41,0.78,7,145.52,121.8,5,1,21.88,Frustrated,synthetic,1.0
25.79,0.569,8,121.62,212.52,10,0,12.44,Frustrated,synthetic,1.0
72.02,0.27,3,5.0,246.95,14,4,-2.5,Addicted,synthetic,1.0
10.0,0.49,3,158.15,36.23,4,3,-35.0,Normal,synthetic,1.0
57.88,0.541,6,94.93,271.99,12,0,92.85,Addicted,synthetic,1.0
26.55,0.183,2,205.45,82.23,2,2,0.75,Normal,synthetic,1.0
47.18,0.674,5,64.63,96.38,6,0,-14.3,Frustrated,synthetic,1.0
49.99,0.514,6,23.09,30.0,4,2,36.3,Frustrated,synthetic,1.0
34.16,0.172,3,73.11,30.0,2,1,13.98,Frustrated,synthetic,1.0
15.0,0.079,2,122.15,277.66,5,2,17.06,Addicted,synthetic,1.0
45.06,0.41,4,101.37,244.54,10,3,22.08,Addicted,synthetic,1.0
76.19,0.502,2,5.0,315.62,4,3,58.76,Addicted,synthetic,1.0
31.66,0.376,3,5.0,159.53,3,4,66.95,Frustrated,synthetic,1.0
67.55,0.411,4,5.0,254.23,9,0,112.25,Addicted,synthetic,1.0
29.73,0.517,5,5.0,178.01,8,1,76.18,Addicted,synthetic,1.0
31.06,0.95,2,7.02,103.59,1,1,-13.08,Frustrated,synthetic,1.0
74.61,0.371,4,148.25,172.89,3,3,-20.02,Frustrated,synthetic,1.0
23.94,0.088,1,21.63,128.5,7,0,44.03,Addicted,synthetic,1.0
30.55,0.058,2,109.79,115.69,8,0,-8.64,Normal,synthetic,1.0
19.9,0.208,1,174.15,117.32,1,4,57.42,Normal,synthetic,1.0
30.81,0.14,2,106.69,146.5,4,0,29.12,Normal,synthetic,1.0
39.08,0.793,7,111.0,107.05,5,1,22.4,Frustrated,synthetic,1.0
28.45,0.806,8,170.2,113.11,5,1,-40.0,Frustrated,synthetic,1.0
19.06,0.276,3,111.03,212.53,3,0,69.93,Frustrated,synthetic,1.0
56.6,0.23,1,70.01,184.05,6,4,10.99,Addicted,synthetic,1.0
